id,smoking
159399,0.8464052
159400,0.58830935
159401,0.7332744
159402,0.013842965
159403,0.011639163
159404,0.8836342
159405,0.004718009
159406,0.07424825
159407,0.036317207
159408,0.0033287166
159409,0.76286525
159410,0.67717445
159411,0.6398762
159412,0.74972826
159413,0.7899497
159414,0.10032916
159415,0.32617965
159416,0.4608924
159417,0.37213045
159418,0.74322313
159419,0.018137263
159420,0.6955616
159421,0.54223835
159422,0.13051921
159423,0.007124838
159424,0.013877645
159425,0.6538188
159426,0.04677198
159427,0.02087593
159428,0.003267993
159429,0.14910135
159430,0.007960906
159431,0.86071664
159432,0.017665071
159433,0.03395555
159434,0.27717066
159435,0.6423564
159436,0.76098937
159437,0.063978665
159438,0.7046756
159439,0.17153576
159440,0.058592778
159441,0.9760191
159442,0.16164078
159443,0.030383974
159444,0.12199445
159445,0.53824425
159446,0.9362639
159447,0.4493424
159448,0.78058934
159449,0.43279088
159450,0.0023856575
159451,0.88049734
159452,0.5481823
159453,0.0071090492
159454,0.62717515
159455,0.7891029
159456,0.0020323242
159457,0.3839076
159458,0.45826986
159459,0.6340854
159460,0.055498328
159461,0.5644024
159462,0.060143255
159463,0.012862724
159464,0.39051467
159465,0.17379709
159466,0.07722344
159467,0.7116799
159468,0.8806111
159469,0.7492129
159470,0.85317266
159471,0.6886611
159472,0.68239707
159473,0.1596648
159474,0.47640178
159475,0.45991233
159476,0.012865564
159477,0.108441144
159478,0.74377924
159479,0.107451424
159480,0.43710053
159481,0.07151562
159482,0.8421471
159483,0.039429378
159484,0.027278552
159485,0.6483223
159486,0.07823955
159487,0.07137105
159488,0.62868
159489,0.04863425
159490,0.7032574
159491,0.8545751
159492,0.116180606
159493,0.72916377
159494,0.004533103
159495,0.0021996296
159496,0.76158464
159497,0.506079
159498,0.41625383
159499,0.65423125
159500,0.14058118
159501,0.5434795
159502,0.9255352
159503,0.022628948
159504,0.584067
159505,0.016367204
159506,0.74188167
159507,0.68101144
159508,0.8466681
159509,0.95702845
159510,0.015812313
159511,0.0042323107
159512,0.04900319
159513,0.306786
159514,0.09127742
159515,0.5034271
159516,0.61680233
159517,0.01807036
159518,0.03913694
159519,0.06689028
159520,0.12010652
159521,0.9662761
159522,0.7789362
159523,0.002618484
159524,0.5056312
159525,0.007990379
159526,0.13446617
159527,0.011298691
159528,0.3467406
159529,0.8000148
159530,0.6641098
159531,0.13521177
159532,0.9613319
159533,0.8533675
159534,0.3831017
159535,0.5053082
159536,0.021467887
159537,0.25584415
159538,0.7129831
159539,0.8200427
159540,0.004411236
159541,0.19330777
159542,0.40881562
159543,0.009628882
159544,0.5609759
159545,0.7313876
159546,0.5768776
159547,0.65428454
159548,0.6834436
159549,0.020151518
159550,0.0100673605
159551,0.74892014
159552,0.7899117
159553,0.41383094
159554,0.087772265
159555,0.94695604
159556,0.90772086
159557,0.938933
159558,0.13414146
159559,0.68652266
159560,0.03882297
159561,0.9331385
159562,0.91973704
159563,0.25750366
159564,0.05241172
159565,0.07511945
159566,0.21300839
159567,0.87747425
159568,0.7196947
159569,0.017153075
159570,0.74190664
159571,0.0500363
159572,0.5306218
159573,0.011104981
159574,0.88518995
159575,0.009876492
159576,0.05680768
159577,0.79782635
159578,0.3586238
159579,0.038220502
159580,0.66258395
159581,0.06262177
159582,0.42170295
159583,0.73794544
159584,0.43999374
159585,0.44997093
159586,0.2031585
159587,0.9338908
159588,0.92669487
159589,0.74526393
159590,0.91512173
159591,0.7272782
159592,0.0307844
159593,0.6675525
159594,0.020587426
159595,0.8004824
159596,0.8366554
159597,0.39112157
159598,0.0061842445
159599,0.005836269
159600,0.007159469
159601,0.7106076
159602,0.0376151
159603,0.645609
159604,0.19474666
159605,0.30955124
159606,0.001962006
159607,0.011110088
159608,0.8696522
159609,0.5535454
159610,0.0059191636
159611,0.014918369
159612,0.6943793
159613,0.79243064
159614,0.011765783
159615,0.02549559
159616,0.086950816
159617,0.044361193
159618,0.8491568
159619,0.026316676
159620,0.7120598
159621,0.77747536
159622,0.77237236
159623,0.67286056
159624,0.005150406
159625,0.0055428185
159626,0.016596384
159627,0.39747506
159628,0.64330274
159629,0.7715897
159630,0.17515384
159631,0.1288334
159632,0.084433846
159633,0.014136481
159634,0.67121196
159635,0.0070835515
159636,0.04768733
159637,0.1222951
159638,0.903199
159639,0.2529028
159640,0.0357444
159641,0.065245435
159642,0.10117579
159643,0.24587321
159644,0.47316542
159645,0.5883112
159646,0.004654092
159647,0.6375867
159648,0.3496008
159649,0.18162607
159650,0.9349922
159651,0.87412727
159652,0.31269017
159653,0.121847644
159654,0.077511534
159655,0.61609614
159656,0.084594764
159657,0.6433861
159658,0.009248781
159659,0.0015136646
159660,0.38400537
159661,0.6076718
159662,0.39918327
159663,0.82679784
159664,0.007511886
159665,0.55207425
159666,0.59113896
159667,0.037636
159668,0.8637117
159669,0.3160238
159670,0.032497663
159671,0.7108583
159672,0.37630332
159673,0.575502
159674,0.55479777
159675,0.8439763
159676,0.0035548273
159677,0.60891
159678,0.4884612
159679,0.024403771
159680,0.7825221
159681,0.23101051
159682,0.7158007
159683,0.8179081
159684,0.27279812
159685,0.47905153
159686,0.0376176
159687,0.0117778815
159688,0.95681393
159689,0.08995631
159690,0.7874277
159691,0.52002233
159692,0.9421124
159693,0.42592537
159694,0.6079966
159695,0.0025014146
159696,0.008055016
159697,0.016248709
159698,0.17735866
159699,0.5721097
159700,0.6411459
159701,0.78526527
159702,0.80482644
159703,0.0093480935
159704,0.5928432
159705,0.024562107
159706,0.2703554
159707,0.6591135
159708,0.7070521
159709,0.95516807
159710,0.95558506
159711,0.60365933
159712,0.85544044
159713,0.43437722
159714,0.5143214
159715,0.31139076
159716,0.6582052
159717,0.004696569
159718,0.52029526
159719,0.12135223
159720,0.33929837
159721,0.78570193
159722,0.43915936
159723,0.019631822
159724,0.02871372
159725,0.8678565
159726,0.010788399
159727,0.0024818552
159728,0.012784421
159729,0.8433966
159730,0.2251777
159731,0.80520546
159732,0.014012656
159733,0.506941
159734,0.3657368
159735,0.009413315
159736,0.6146514
159737,0.65061355
159738,0.003738305
159739,0.0036096072
159740,0.59049606
159741,0.3326215
159742,0.14241356
159743,0.7029087
159744,0.76017493
159745,0.6324685
159746,0.58800393
159747,0.0950393
159748,0.070637204
159749,0.549151
159750,0.72370636
159751,0.02146426
159752,0.077469185
159753,0.77287877
159754,0.4503935
159755,0.7223488
159756,0.024565334
159757,0.47369063
159758,0.6909451
159759,0.018478097
159760,0.8625216
159761,0.012310089
159762,0.6194037
159763,0.09372939
159764,0.7533954
159765,0.48106983
159766,0.7714457
159767,0.272671
159768,0.92720383
159769,0.5277587
159770,0.74326384
159771,0.004727447
159772,0.5295015
159773,0.18160713
159774,0.2139503
159775,0.123177305
159776,0.01929101
159777,0.4003049
159778,0.22184305
159779,0.7242612
159780,0.48646516
159781,0.8454298
159782,0.07848941
159783,0.048650887
159784,0.35025835
159785,0.0043343715
159786,0.8681659
159787,0.49523035
159788,0.024515782
159789,0.027891697
159790,0.02425152
159791,0.94366616
159792,0.42899036
159793,0.4773092
159794,0.122179106
159795,0.09341351
159796,0.62257683
159797,0.72555435
159798,0.6867314
159799,0.0066019567
159800,0.020534381
159801,0.027755016
159802,0.97205377
159803,0.66133535
159804,0.59874064
159805,0.5272906
159806,0.8334283
159807,0.6780716
159808,0.011999377
159809,0.62659484
159810,0.0069023473
159811,0.0086450605
159812,0.39761826
159813,0.5908838
159814,0.90906537
159815,0.8204746
159816,0.5933595
159817,0.7336388
159818,0.0049542957
159819,0.75149053
159820,0.08543348
159821,0.010218224
159822,0.6225835
159823,0.0032344179
159824,0.73342025
159825,0.7548473
159826,0.6390264
159827,0.04778768
159828,0.008100597
159829,0.0047955834
159830,0.045196194
159831,0.6807659
159832,0.5690574
159833,0.30408648
159834,0.016627021
159835,0.8710002
159836,0.04787495
159837,0.55565464
159838,0.05084016
159839,0.18764248
159840,0.78710574
159841,0.81793135
159842,0.7827883
159843,0.9102965
159844,0.54848605
159845,0.0067345733
159846,0.8767213
159847,0.41741645
159848,0.39783332
159849,0.69983363
159850,0.0049002785
159851,0.40663773
159852,0.0018170038
159853,0.13001564
159854,0.84614986
159855,0.23380648
159856,0.06838019
159857,0.6549543
159858,0.67661947
159859,0.0025059567
159860,0.96307313
159861,0.0065080146
159862,0.02808889
159863,0.81013066
159864,0.023676137
159865,0.004136016
159866,0.6945853
159867,0.58728826
159868,0.8136397
159869,0.6300919
159870,0.78853136
159871,0.08303738
159872,0.7177323
159873,0.75094277
159874,0.14363596
159875,0.058316503
159876,0.6990066
159877,0.06281299
159878,0.5362327
159879,0.805963
159880,0.430927
159881,0.023277614
159882,0.84447634
159883,0.81130713
159884,0.7888456
159885,0.45436546
159886,0.32412374
159887,0.17310807
159888,0.33148167
159889,0.90558785
159890,0.57883996
159891,0.9482531
159892,0.16492635
159893,0.013587537
159894,0.70516086
159895,0.6781158
159896,0.49642146
159897,0.4861728
159898,0.72040343
159899,0.8814749
159900,0.009829856
159901,0.6102774
159902,0.3939855
159903,0.4197332
159904,0.37104872
159905,0.008239553
159906,0.77966857
159907,0.7424914
159908,0.79160064
159909,0.0022889269
159910,0.5212737
159911,0.27125525
159912,0.7109413
159913,0.07368562
159914,0.020508127
159915,0.27753645
159916,0.024082579
159917,0.012017842
159918,0.18386371
159919,0.4364274
159920,0.1406696
159921,0.83748907
159922,0.07846766
159923,0.32805002
159924,0.87621707
159925,0.88983375
159926,0.89192396
159927,0.6130183
159928,0.3878916
159929,0.7813481
159930,0.17098391
159931,0.44832388
159932,0.00716845
159933,0.2956628
159934,0.20049421
159935,0.1420374
159936,0.41313618
159937,0.007640077
159938,0.77986205
159939,0.79181594
159940,0.83137435
159941,0.4833857
159942,0.5565174
159943,0.50010824
159944,0.020537177
159945,0.78014696
159946,0.7477667
159947,0.012584452
159948,0.19739841
159949,0.74932045
159950,0.5989418
159951,0.1652087
159952,0.64473903
159953,0.0049842037
159954,0.38497823
159955,0.0037898747
159956,0.73486227
159957,0.94265103
159958,0.56000626
159959,0.33236822
159960,0.7159524
159961,0.7620388
159962,0.0024208745
159963,0.8333795
159964,0.033553187
159965,0.7354983
159966,0.8997309
159967,0.69133174
159968,0.008201765
159969,0.86924887
159970,0.034308027
159971,0.02366595
159972,0.028173283
159973,0.70359546
159974,0.24610473
159975,0.74076
159976,0.714864
159977,0.8348546
159978,0.021057164
159979,0.6780578
159980,0.81656164
159981,0.8222178
159982,0.7534716
159983,0.848577
159984,0.41777828
159985,0.8710134
159986,0.8951366
159987,0.028355973
159988,0.85798496
159989,0.70700824
159990,0.13875787
159991,0.026227716
159992,0.3566938
159993,0.0099114515
159994,0.0059077214
159995,0.0035563817
159996,0.2317529
159997,0.9217663
159998,0.62796843
159999,0.78360945
160000,0.6214717
160001,0.17998059
160002,0.41852722
160003,0.015518991
160004,0.73705804
160005,0.0033313232
160006,0.60906684
160007,0.76601213
160008,0.19905423
160009,0.6395746
160010,0.8413296
160011,0.23503435
160012,0.4124509
160013,0.680711
160014,0.0048817997
160015,0.10984047
160016,0.6301593
160017,0.16332562
160018,0.8449267
160019,0.0031066402
160020,0.025341308
160021,0.54360723
160022,0.8374506
160023,0.016911432
160024,0.5230372
160025,0.0366128
160026,0.021171704
160027,0.61524063
160028,0.0100737205
160029,0.70723516
160030,0.39521316
160031,0.7468548
160032,0.001278523
160033,0.050917942
160034,0.7037047
160035,0.4970216
160036,0.014888184
160037,0.33185825
160038,0.68199646
160039,0.014920374
160040,0.5912711
160041,0.116069056
160042,0.38355407
160043,0.039059274
160044,0.053230844
160045,0.008373431
160046,0.5918577
160047,0.28542477
160048,0.44166628
160049,0.009131866
160050,0.75645727
160051,0.8607136
160052,0.7881673
160053,0.10072009
160054,0.58246183
160055,0.3184823
160056,0.17862463
160057,0.026177732
160058,0.44129843
160059,0.81004447
160060,0.1088048
160061,0.10042047
160062,0.93367714
160063,0.03880752
160064,0.22654696
160065,0.24929917
160066,0.5310363
160067,0.35926467
160068,0.7576609
160069,0.47263524
160070,0.0059891124
160071,0.061423395
160072,0.56865704
160073,0.02769675
160074,0.76631165
160075,0.8822478
160076,0.24226777
160077,0.025668204
160078,0.42788717
160079,0.054390475
160080,0.2950495
160081,0.10876076
160082,0.23885131
160083,0.04753376
160084,0.0017965356
160085,0.027126098
160086,0.010840873
160087,0.056178838
160088,0.37938473
160089,0.84544307
160090,0.6677047
160091,0.9214396
160092,0.6643795
160093,0.72872597
160094,0.0045487406
160095,0.89183736
160096,0.5385374
160097,0.17798409
160098,0.6940814
160099,0.0013064183
160100,0.44930357
160101,0.33983767
160102,0.78837
160103,0.7373007
160104,0.21218173
160105,0.30940264
160106,0.0064609335
160107,0.31568086
160108,0.5702775
160109,0.869929
160110,0.7046894
160111,0.6114582
160112,0.0336386
160113,0.06089413
160114,0.6893006
160115,0.0014746204
160116,0.015632529
160117,0.93574715
160118,0.5731535
160119,0.0011748776
160120,0.22247675
160121,0.6355635
160122,0.6346638
160123,0.42923722
160124,0.8911463
160125,0.869323
160126,0.846935
160127,0.59322566
160128,0.29846448
160129,0.9037479
160130,0.6469134
160131,0.08763698
160132,0.02057091
160133,0.93374175
160134,0.8905504
160135,0.4773358
160136,0.004309128
160137,0.88325363
160138,0.6621707
160139,0.93928915
160140,0.5618275
160141,0.76142883
160142,0.0036161232
160143,0.36984497
160144,0.14242347
160145,0.011270781
160146,0.010519771
160147,0.66615415
160148,0.6662625
160149,0.54557586
160150,0.42349854
160151,0.35662654
160152,0.066119306
160153,0.016562665
160154,0.6566262
160155,0.623617
160156,0.88425946
160157,0.57976204
160158,0.1668078
160159,0.76100254
160160,0.010489156
160161,0.7112761
160162,0.11892376
160163,0.87925196
160164,0.8162713
160165,0.9261786
160166,0.68778396
160167,0.7902874
160168,0.13757354
160169,0.114067726
160170,0.9218915
160171,0.007207205
160172,0.35823056
160173,0.3422256
160174,0.75876904
160175,0.00075111235
160176,0.1717117
160177,0.49040702
160178,0.4859033
160179,0.014057294
160180,0.75909036
160181,0.671756
160182,0.78631806
160183,0.004781211
160184,0.7013735
160185,0.017854935
160186,0.32876363
160187,0.00934314
160188,0.88702804
160189,0.7722841
160190,0.05416546
160191,0.5581726
160192,0.53296316
160193,0.011784399
160194,0.17629018
160195,0.5721039
160196,0.24828991
160197,0.7476755
160198,0.36053255
160199,0.01446069
160200,0.012440406
160201,0.037490066
160202,0.8799964
160203,0.6958127
160204,0.14597307
160205,0.9407397
160206,0.68644106
160207,0.008486904
160208,0.21751338
160209,0.62865424
160210,0.013616448
160211,0.59847164
160212,0.24818763
160213,0.7470487
160214,0.2248419
160215,0.17684028
160216,0.14169422
160217,0.7056135
160218,0.29413262
160219,0.8443096
160220,0.66721696
160221,0.63594383
160222,0.18377268
160223,0.34862182
160224,0.75918067
160225,0.42276126
160226,0.058417402
160227,0.45944774
160228,0.4756192
160229,0.6832969
160230,0.80031985
160231,0.008273558
160232,0.8559284
160233,0.011733504
160234,0.03036099
160235,0.7828508
160236,0.64837056
160237,0.33449426
160238,0.28434384
160239,0.0010319651
160240,0.9071941
160241,0.023412678
160242,0.45269224
160243,0.5905252
160244,0.008738934
160245,0.6589389
160246,0.8537313
160247,0.4105371
160248,0.19278856
160249,0.72630596
160250,0.8429877
160251,0.46370044
160252,0.015780324
160253,0.32769647
160254,0.7731735
160255,0.68453574
160256,0.37876073
160257,0.9036784
160258,0.009061565
160259,0.90607256
160260,0.5852011
160261,0.15171818
160262,0.007561555
160263,0.07182289
160264,0.5436714
160265,0.62971807
160266,0.87961227
160267,0.3824971
160268,0.48626867
160269,0.02879324
160270,0.05682794
160271,0.42834753
160272,0.8698568
160273,0.008623705
160274,0.055091806
160275,0.6737761
160276,0.52716124
160277,0.011261985
160278,0.67551756
160279,0.54029167
160280,0.07566251
160281,0.78744197
160282,0.7656819
160283,0.49994957
160284,0.45275098
160285,0.77222496
160286,0.67836446
160287,0.743087
160288,0.09914065
160289,0.7465341
160290,0.8575211
160291,0.049519986
160292,0.009722355
160293,0.7199224
160294,0.085688174
160295,0.8032911
160296,0.70329607
160297,0.8103707
160298,0.0097303735
160299,0.86350125
160300,0.59291035
160301,0.7888033
160302,0.22150221
160303,0.49270025
160304,0.76205844
160305,0.6374553
160306,0.61220306
160307,0.36742795
160308,0.02812112
160309,0.033253916
160310,0.0044616866
160311,0.7728105
160312,0.31480676
160313,0.7743831
160314,0.42249462
160315,0.7630631
160316,0.70637435
160317,0.6315795
160318,0.8589583
160319,0.44591546
160320,0.0059541557
160321,0.8099962
160322,0.6782802
160323,0.4590875
160324,0.77001804
160325,0.91800606
160326,0.42293468
160327,0.017000053
160328,0.039717793
160329,0.8020508
160330,0.010435372
160331,0.7404396
160332,0.8854997
160333,0.20549564
160334,0.6367509
160335,0.41468483
160336,0.7564293
160337,0.6543588
160338,0.33198184
160339,0.013911736
160340,0.7399836
160341,0.39346623
160342,0.41218683
160343,0.86908805
160344,0.5492096
160345,0.35751545
160346,0.31582126
160347,0.9182109
160348,0.72661704
160349,0.37215024
160350,0.7891335
160351,0.8185025
160352,0.7614934
160353,0.026412329
160354,0.008539747
160355,0.11110742
160356,0.17317183
160357,0.034911744
160358,0.119298056
160359,0.0092484495
160360,0.011638922
160361,0.07550853
160362,0.0048914086
160363,0.020095747
160364,0.5099691
160365,0.594316
160366,0.0065259826
160367,0.8048854
160368,0.2072085
160369,0.012387436
160370,0.85860074
160371,0.79470915
160372,0.007847579
160373,0.96916795
160374,0.747992
160375,0.16917573
160376,0.5420382
160377,0.0158083
160378,0.73002326
160379,0.5231634
160380,0.012530509
160381,0.6086534
160382,0.63746315
160383,0.12814683
160384,0.4451134
160385,0.013543535
160386,0.04334449
160387,0.010094832
160388,0.39627635
160389,0.6521336
160390,0.7348285
160391,0.6617964
160392,0.81894296
160393,0.17644033
160394,0.0051328866
160395,0.69864535
160396,0.4346445
160397,0.2625539
160398,0.90597343
160399,0.4976237
160400,0.7779579
160401,0.023388626
160402,0.7302051
160403,0.044291344
160404,0.38555315
160405,0.460894
160406,0.59701943
160407,0.006962579
160408,0.7180968
160409,0.0042358814
160410,0.018723182
160411,0.9329738
160412,0.6102327
160413,0.7915888
160414,0.037063666
160415,0.007167354
160416,0.02195228
160417,0.008695221
160418,0.080240995
160419,0.20839322
160420,0.18037982
160421,0.6649026
160422,0.51057744
160423,0.0063134553
160424,0.6148165
160425,0.07044656
160426,0.40781957
160427,0.0067067533
160428,0.40964106
160429,0.65781677
160430,0.87328464
160431,0.93847466
160432,0.007707428
160433,0.75258845
160434,0.53648305
160435,0.84936327
160436,0.6456959
160437,0.017664658
160438,0.8716609
160439,0.5777756
160440,0.0010475413
160441,0.047636162
160442,0.68204087
160443,0.9276894
160444,0.010082145
160445,0.8832839
160446,0.8150962
160447,0.7876895
160448,0.7713982
160449,0.027569495
160450,0.12737341
160451,0.9265863
160452,0.78459996
160453,0.011036733
160454,0.20401756
160455,0.02239547
160456,0.8654043
160457,0.6042361
160458,0.71819586
160459,0.60710275
160460,0.5054374
160461,0.31742075
160462,0.58183205
160463,0.69532937
160464,0.7004637
160465,0.68895876
160466,0.14179651
160467,0.24647014
160468,0.81669605
160469,0.8184348
160470,0.71169317
160471,0.9156012
160472,0.014030791
160473,0.9144241
160474,0.61897385
160475,0.037958942
160476,0.04103272
160477,0.13457926
160478,0.8041625
160479,0.8788635
160480,0.56247574
160481,0.5521126
160482,0.004715947
160483,0.0021903745
160484,0.4303804
160485,0.0037331742
160486,0.0150665995
160487,0.1135696
160488,0.006144297
160489,0.48215413
160490,0.023324918
160491,0.77697694
160492,0.837846
160493,0.6662268
160494,0.4148182
160495,0.4524447
160496,0.683999
160497,0.1461219
160498,0.009987379
160499,0.78806746
160500,0.8818894
160501,0.0017552318
160502,0.6823287
160503,0.79474723
160504,0.048548926
160505,0.9260785
160506,0.94905597
160507,0.55392236
160508,0.869721
160509,0.9604254
160510,0.44268775
160511,0.7315868
160512,0.01089877
160513,0.45643228
160514,0.69618726
160515,0.8593229
160516,0.010505069
160517,0.71370775
160518,0.0035201218
160519,0.5841961
160520,0.011913608
160521,0.02423622
160522,0.56920445
160523,0.45019493
160524,0.86343664
160525,0.26953322
160526,0.61842877
160527,0.7740779
160528,0.40115762
160529,0.5147897
160530,0.014033905
160531,0.50262725
160532,0.06688325
160533,0.64191586
160534,0.597282
160535,0.8737709
160536,0.30309418
160537,0.20455465
160538,0.6417928
160539,0.33178085
160540,0.7034879
160541,0.6059409
160542,0.67974097
160543,0.0052160835
160544,0.8622368
160545,0.0025369194
160546,0.80289125
160547,0.021355838
160548,0.5634636
160549,0.25065574
160550,0.24873246
160551,0.869916
160552,0.73624665
160553,0.56493354
160554,0.5846102
160555,0.45793393
160556,0.34778208
160557,0.00687116
160558,0.42418382
160559,0.55927557
160560,0.0769267
160561,0.70716083
160562,0.5504468
160563,0.56548494
160564,0.69085014
160565,0.7346379
160566,0.13958104
160567,0.46568528
160568,0.96920717
160569,0.01063748
160570,0.833274
160571,0.55776745
160572,0.14973375
160573,0.33282375
160574,0.63375825
160575,0.066406325
160576,0.24501437
160577,0.04829588
160578,0.89914507
160579,0.86699164
160580,0.28759435
160581,0.87042195
160582,0.4703274
160583,0.8601929
160584,0.07341498
160585,0.9236159
160586,0.8424234
160587,0.846292
160588,0.034022454
160589,0.008274074
160590,0.22000797
160591,0.01641473
160592,0.021292916
160593,0.7804073
160594,0.68514395
160595,0.34724104
160596,0.10192443
160597,0.15082301
160598,0.16072953
160599,0.031042304
160600,0.29618993
160601,0.21279304
160602,0.8424875
160603,0.075659156
160604,0.011952491
160605,0.69100857
160606,0.01816882
160607,0.74898046
160608,0.774861
160609,0.7832086
160610,0.021861902
160611,0.5240598
160612,0.8294589
160613,0.1444998
160614,0.65620035
160615,0.9397758
160616,0.0029323532
160617,0.015067072
160618,0.16690125
160619,0.27671722
160620,0.9335781
160621,0.69762903
160622,0.119615
160623,0.48362684
160624,0.28170943
160625,0.029303534
160626,0.35192263
160627,0.08616984
160628,0.87336785
160629,0.21222402
160630,0.032832135
160631,0.035224687
160632,0.78583866
160633,0.027098678
160634,0.15084727
160635,0.46444398
160636,0.85954654
160637,0.007899048
160638,0.4894175
160639,0.5207183
160640,0.9054742
160641,0.013756139
160642,0.92476916
160643,0.72405684
160644,0.005610281
160645,0.3070796
160646,0.035985503
160647,0.7299101
160648,0.07782756
160649,0.011377343
160650,0.417519
160651,0.73629034
160652,0.59136176
160653,0.012549132
160654,0.02068869
160655,0.55590326
160656,0.67184275
160657,0.02196747
160658,0.45057857
160659,0.003607
160660,0.73409176
160661,0.17768635
160662,0.6618389
160663,0.38388357
160664,0.0014135776
160665,0.8138805
160666,0.010448625
160667,0.058856837
160668,0.26456243
160669,0.3590432
160670,0.586904
160671,0.7238527
160672,0.91470206
160673,0.31392112
160674,0.8736865
160675,0.12432657
160676,0.063337676
160677,0.0077878986
160678,0.8647279
160679,0.72954696
160680,0.5048394
160681,0.013104333
160682,0.042109456
160683,0.7852482
160684,0.75409967
160685,0.0035626173
160686,0.266657
160687,0.70901525
160688,0.068838485
160689,0.81276345
160690,0.6690201
160691,0.5740208
160692,0.011636454
160693,0.011529927
160694,0.520465
160695,0.12073536
160696,0.4734141
160697,0.5641018
160698,0.8429324
160699,0.7417668
160700,0.67619795
160701,0.029932627
160702,0.036120422
160703,0.69954467
160704,0.69252753
160705,0.0033494506
160706,0.21009535
160707,0.06770381
160708,0.084342495
160709,0.2037528
160710,0.58661157
160711,0.53981864
160712,0.528048
160713,0.03235895
160714,0.09118275
160715,0.6081839
160716,0.07651269
160717,0.8936026
160718,0.7704713
160719,0.39206797
160720,0.67165565
160721,0.6512903
160722,0.8436164
160723,0.62214136
160724,0.22616856
160725,0.8151707
160726,0.781178
160727,0.9491504
160728,0.08183193
160729,0.0052007735
160730,0.6782244
160731,0.8846948
160732,0.01640254
160733,0.05027604
160734,0.016444119
160735,0.4993748
160736,0.6589289
160737,0.42206442
160738,0.69282037
160739,0.038503688
160740,0.31248066
160741,0.7621936
160742,0.787658
160743,0.27139232
160744,0.29872525
160745,0.006090905
160746,0.10229579
160747,0.57179165
160748,0.7422809
160749,0.83175415
160750,0.2695434
160751,0.92623556
160752,0.06328596
160753,0.0042895093
160754,0.057361335
160755,0.3213612
160756,0.12012157
160757,0.8111074
160758,0.017932748
160759,0.89152306
160760,0.0049840594
160761,0.029714266
160762,0.6619083
160763,0.747574
160764,0.012205217
160765,0.9081426
160766,0.6258011
160767,0.6164354
160768,0.72796607
160769,0.1273667
160770,0.76408285
160771,0.38469645
160772,0.44579878
160773,0.89803404
160774,0.7898095
160775,0.029623205
160776,0.6838731
160777,0.35382453
160778,0.7636355
160779,0.73279285
160780,0.18778233
160781,0.8146993
160782,0.69280237
160783,0.006920269
160784,0.058158163
160785,0.0024336989
160786,0.90140545
160787,0.58878076
160788,0.33175072
160789,0.8045457
160790,0.76564693
160791,0.028232642
160792,0.53803295
160793,0.17037034
160794,0.5647159
160795,0.59508353
160796,0.7463217
160797,0.015022268
160798,0.040348485
160799,0.063971646
160800,0.5580661
160801,0.031785406
160802,0.055380557
160803,0.6623988
160804,0.7523006
160805,0.5698478
